"Periodo" "Id" "Mora_Avg" "Mora_Max" "Monto" "Num_Ifis" "Num_Cast" "Est_Civil" "Genero" "Plazo" "Cuota" "Ind_Pago" "Ind_Pago_Num" "Ind_Pago_Num_I0" "Ind_Pago_Num_I1" "Partition"
"34" 201201 97 17 17 1700 4 1 "Soltero" "Masculino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"35" 201201 98 16 16 1500 2 1 "Divorsiado" "Femenino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"36" 201201 100 13 13 1900 3 2 "Viudo" "Masculino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"37" 201201 104 8 8 1900 2 1 "Divorsiado" "Masculino" 24 93.03 "Indte" -1 0 1 "1_Training"
"38" 201201 105 10 10 1700 3 3 "Divorsiado" "Masculino" 24 83.24 "Indte" -1 0 1 "1_Training"
"39" 201201 109 14 14 1700 3 1 "Casado" "Masculino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"40" 201201 110 16 18 1800 3 2 "Casado" "Femenino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"41" 201201 111 11 11 2100 1 0 "Viudo" "Femenino" 24 102.82 "Indte" -1 0 1 "1_Training"
"42" 201201 112 12 12 1800 0 2 "Casado" "Femenino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"43" 201201 117 15 15 2100 4 2 "Divorsiado" "Masculino" 24 102.82 "NoPay" 0 0 0 "1_Training"
"44" 201201 118 14 14 1400 1 1 "Casado" "Masculino" 18 88 "NoPay" 0 0 0 "1_Training"
"45" 201201 120 15 15 1200 2 1 "Casado" "Masculino" 18 75.43 "NoPay" 0 0 0 "1_Training"
"46" 201201 125 14 14 1900 3 1 "Divorsiado" "Masculino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"47" 201201 127 11 11 1200 2 2 "Union Libre" "Masculino" 18 75.43 "Indte" -1 0 1 "1_Training"
"48" 201201 128 13 13 1700 4 2 "Soltero" "Masculino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"49" 201201 131 13 13 1400 4 1 "Divorsiado" "Femenino" 18 88 "NoPay" 0 0 0 "1_Training"
"50" 201201 132 12 14 1700 3 1 "Casado" "Femenino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"51" 201201 134 15 15 2000 4 1 "Divorsiado" "Masculino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"52" 201201 135 15 15 1600 2 1 "Divorsiado" "Masculino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"53" 201201 140 9 10 1400 4 2 "Casado" "Masculino" 18 88 "Indte" -1 0 1 "1_Training"
"54" 201201 142 18 18 1700 4 2 "Viudo" "Masculino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"55" 201201 144 15 15 1600 4 2 "Union Libre" "Femenino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"56" 201201 145 18 18 1700 1 2 "Casado" "Masculino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"57" 201201 146 9 9 2100 4 2 "Viudo" "Masculino" 24 102.82 "Indte" -1 0 1 "1_Training"
"58" 201201 149 17 17 1900 3 0 "Divorsiado" "Masculino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"59" 201201 150 10 10 2000 3 2 "Casado" "Masculino" 24 97.93 "Indte" -1 0 1 "1_Training"
"60" 201201 153 15 15 1800 3 3 "Casado" "Femenino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"61" 201201 155 15 15 2000 3 3 "Divorsiado" "Femenino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"62" 201201 156 9 9 1600 3 2 "Union Libre" "Masculino" 24 78.34 "Indte" -1 0 1 "1_Training"
"63" 201201 160 13 13 1400 4 3 "Casado" "Masculino" 18 88 "NoPay" 0 0 0 "1_Training"
"64" 201201 161 17 17 1700 3 2 "Divorsiado" "Femenino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"65" 201201 162 12 12 1500 0 3 "Union Libre" "Femenino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"66" 201201 163 12 12 1900 3 0 "Soltero" "Masculino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"67" 201201 164 13 13 1500 0 0 "Soltero" "Femenino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"68" 201201 165 15 15 1500 2 1 "Casado" "Masculino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"69" 201201 171 9 11 1800 2 0 "Union Libre" "Masculino" 24 88.13 "Indte" -1 0 1 "1_Training"
"70" 201201 172 11 11 2000 3 1 "Divorsiado" "Masculino" 24 97.93 "Indte" -1 0 1 "1_Training"
"71" 201201 173 13 13 2200 2 2 "Divorsiado" "Masculino" 24 107.72 "NoPay" 0 0 0 "1_Training"
"72" 201201 176 12 14 1900 4 0 "Divorsiado" "Femenino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"73" 201201 177 9 11 1900 3 1 "Divorsiado" "Masculino" 24 93.03 "Indte" -1 0 1 "1_Training"
"74" 201201 178 11 11 1500 3 2 "Casado" "Femenino" 18 94.28 "Indte" -1 0 1 "1_Training"
"75" 201201 182 12 13 1700 3 1 "Divorsiado" "Masculino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"76" 201201 183 8 10 2000 3 2 "Soltero" "Femenino" 24 97.93 "Indte" -1 0 1 "1_Training"
"77" 201201 187 12 12 1800 4 2 "Divorsiado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"78" 201201 191 1 7 1900 3 1 "Casado" "Masculino" 24 93.03 "Pay" 1 1 1 "1_Training"
"79" 201201 192 18 18 1700 4 2 "Casado" "Masculino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"80" 201201 194 16 16 1600 5 0 "Divorsiado" "Femenino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"81" 201201 195 12 12 1400 4 1 "Casado" "Masculino" 18 88 "NoPay" 0 0 0 "1_Training"
"82" 201201 196 9 11 2100 2 0 "Casado" "Masculino" 24 102.82 "Indte" -1 0 1 "1_Training"
"83" 201201 198 7 7 1600 5 2 "Casado" "Masculino" 24 78.34 "Pay" 1 1 1 "1_Training"
"84" 201201 200 17 17 2200 3 1 "Union Libre" "Femenino" 24 107.72 "NoPay" 0 0 0 "1_Training"
"85" 201201 201 14 14 2000 2 2 "Viudo" "Femenino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"86" 201201 203 12 12 1800 3 2 "Casado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"87" 201201 204 12 12 1800 5 1 "Casado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"88" 201201 205 14 14 1500 2 2 "Divorsiado" "Masculino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"89" 201201 207 11 11 1400 2 2 "Casado" "Masculino" 18 88 "Indte" -1 0 1 "1_Training"
"90" 201201 208 12 12 1700 5 2 "Divorsiado" "Masculino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"91" 201201 213 6 10 2100 2 1 "Casado" "Femenino" 24 102.82 "Indte" -1 0 1 "1_Training"
"92" 201201 215 7 9 1600 2 0 "Casado" "Masculino" 24 78.34 "Indte" -1 0 1 "1_Training"
"93" 201201 217 13 13 2100 1 1 "Divorsiado" "Masculino" 24 102.82 "NoPay" 0 0 0 "1_Training"
"94" 201201 219 12 12 1400 4 3 "Union Libre" "Masculino" 18 88 "NoPay" 0 0 0 "1_Training"
"95" 201201 220 10 10 1400 3 1 "Casado" "Masculino" 18 88 "Indte" -1 0 1 "1_Training"
"96" 201201 221 8 10 1400 2 1 "Divorsiado" "Masculino" 18 88 "Indte" -1 0 1 "1_Training"
"97" 201201 227 3 8 1800 3 1 "Soltero" "Masculino" 24 88.13 "Indte" -1 0 1 "1_Training"
"98" 201201 228 11 13 1200 0 2 "Divorsiado" "Femenino" 18 75.43 "NoPay" 0 0 0 "1_Training"
"99" 201201 229 13 13 1900 3 0 "Union Libre" "Masculino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"100" 201201 232 9 9 1600 3 2 "Soltero" "Masculino" 24 78.34 "Indte" -1 0 1 "1_Training"
"101" 201201 234 11 13 1900 2 2 "Soltero" "Femenino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"102" 201201 235 14 14 1900 3 1 "Casado" "Masculino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"103" 201201 240 16 16 2000 3 2 "Soltero" "Masculino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"104" 201201 246 16 16 1800 2 2 "Divorsiado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"105" 201201 250 14 14 2000 4 0 "Casado" "Masculino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"106" 201201 259 13 13 1600 1 1 "Divorsiado" "Masculino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"107" 201201 263 14 14 1600 3 1 "Casado" "Femenino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"108" 201201 264 16 16 1600 3 0 "Union Libre" "Femenino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"109" 201201 272 11 11 2000 2 0 "Soltero" "Femenino" 24 97.93 "Indte" -1 0 1 "1_Training"
"110" 201201 273 5 9 1400 3 1 "Casado" "Femenino" 18 88 "Indte" -1 0 1 "1_Training"
"111" 201201 274 15 15 1500 4 0 "Soltero" "Masculino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"112" 201201 278 16 16 1800 3 2 "Soltero" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"113" 201201 280 11 11 1500 3 1 "Casado" "Masculino" 18 94.28 "Indte" -1 0 1 "1_Training"
"114" 201201 281 14 14 2000 2 0 "Casado" "Masculino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"115" 201201 282 15 17 1400 1 2 "Divorsiado" "Masculino" 18 88 "NoPay" 0 0 0 "1_Training"
"116" 201201 283 11 11 1400 2 1 "Casado" "Masculino" 18 88 "Indte" -1 0 1 "1_Training"
"117" 201201 284 14 14 1700 1 1 "Soltero" "Masculino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"118" 201201 287 14 14 1500 2 1 "Casado" "Femenino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"119" 201201 290 12 12 2100 3 1 "Union Libre" "Femenino" 24 102.82 "NoPay" 0 0 0 "1_Training"
"120" 201201 295 13 13 1600 1 3 "Casado" "Masculino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"121" 201201 298 17 17 1300 2 0 "Casado" "Masculino" 18 81.71 "NoPay" 0 0 0 "1_Training"
"122" 201201 299 12 12 1900 5 1 "Union Libre" "Masculino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"123" 201201 304 6 8 1300 4 1 "Casado" "Masculino" 18 81.71 "Indte" -1 0 1 "1_Training"
"124" 201201 306 12 12 1500 3 1 "Union Libre" "Femenino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"125" 201201 308 18 18 1800 3 1 "Union Libre" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"126" 201201 309 14 14 1700 3 3 "Soltero" "Masculino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"127" 201201 311 9 9 1800 2 3 "Divorsiado" "Masculino" 24 88.13 "Indte" -1 0 1 "1_Training"
"128" 201201 312 15 15 2000 2 0 "Casado" "Masculino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"129" 201201 315 8 9 2300 4 1 "Soltero" "Masculino" 24 112.62 "Indte" -1 0 1 "1_Training"
"130" 201201 316 14 14 1900 2 3 "Divorsiado" "Masculino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"131" 201201 317 14 14 1600 1 2 "Divorsiado" "Femenino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"132" 201201 321 8 8 1600 2 2 "Casado" "Masculino" 24 78.34 "Indte" -1 0 1 "1_Training"
"133" 201201 322 11 11 1400 2 2 "Casado" "Masculino" 18 88 "Indte" -1 0 1 "1_Training"
"134" 201201 324 17 17 1400 2 1 "Viudo" "Femenino" 18 88 "NoPay" 0 0 0 "1_Training"
"135" 201201 325 15 15 1800 4 1 "Divorsiado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"136" 201201 330 8 8 1400 4 2 "Divorsiado" "Masculino" 18 88 "Indte" -1 0 1 "1_Training"
"137" 201201 338 13 13 2000 4 1 "Union Libre" "Masculino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"138" 201201 341 13 15 1900 4 1 "Casado" "Femenino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"139" 201201 343 21 21 1000 2 2 "Casado" "Masculino" 12 90.73 "NoPay" 0 0 0 "1_Training"
"140" 201201 345 24 24 2100 4 1 "Union Libre" "Masculino" 24 102.82 "NoPay" 0 0 0 "1_Training"
"141" 201201 346 23 23 2200 1 2 "Divorsiado" "Femenino" 24 107.72 "NoPay" 0 0 0 "1_Training"
"142" 201201 348 24 24 2100 3 1 "Soltero" "Femenino" 24 102.82 "NoPay" 0 0 0 "1_Training"
"143" 201201 349 21 21 2000 3 2 "Divorsiado" "Masculino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"144" 201201 351 21 21 1000 2 1 "Divorsiado" "Masculino" 12 90.73 "NoPay" 0 0 0 "1_Training"
"145" 201201 360 25 25 1700 4 3 "Casado" "Masculino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"146" 201201 363 23 23 1800 3 1 "Casado" "Femenino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"147" 201201 366 22 22 1400 3 3 "Union Libre" "Femenino" 18 88 "NoPay" 0 0 0 "1_Training"
"148" 201201 367 23 23 1600 2 0 "Divorsiado" "Masculino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"149" 201201 369 19 21 2100 1 2 "Casado" "Femenino" 24 102.82 "NoPay" 0 0 0 "1_Training"
"150" 201201 372 17 21 1600 3 1 "Divorsiado" "Masculino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"151" 201201 376 22 22 1800 2 1 "Divorsiado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"152" 201201 383 25 25 1800 1 2 "Divorsiado" "Femenino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"153" 201201 384 26 26 1400 3 2 "Divorsiado" "Masculino" 18 88 "NoPay" 0 0 0 "1_Training"
"154" 201201 388 19 20 2200 3 2 "Casado" "Femenino" 24 107.72 "NoPay" 0 0 0 "1_Training"
"155" 201201 390 25 25 1800 2 2 "Casado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"156" 201201 395 22 24 2100 2 1 "Casado" "Masculino" 24 102.82 "NoPay" 0 0 0 "1_Training"
"157" 201201 398 26 26 2000 5 1 "Casado" "Femenino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"158" 201201 400 17 17 2000 4 1 "Casado" "Femenino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"159" 201201 401 26 26 1800 3 1 "Casado" "Femenino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"160" 201201 402 24 24 2200 2 0 "Divorsiado" "Masculino" 24 107.72 "NoPay" 0 0 0 "1_Training"
"161" 201201 405 19 21 1800 2 0 "Casado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"162" 201201 408 24 24 1800 4 0 "Divorsiado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"163" 201201 410 26 26 2000 4 3 "Casado" "Masculino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"164" 201201 413 26 26 2000 1 2 "Casado" "Masculino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"165" 201201 414 19 21 2000 3 1 "Casado" "Masculino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"166" 201201 416 26 26 1500 4 1 "Union Libre" "Masculino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"167" 201201 417 23 23 1600 2 2 "Union Libre" "Masculino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"168" 201201 418 24 24 1300 3 1 "Casado" "Masculino" 18 81.71 "NoPay" 0 0 0 "1_Training"
"169" 201201 419 24 24 1900 2 3 "Divorsiado" "Femenino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"170" 201201 425 20 20 1500 4 1 "Casado" "Masculino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"171" 201201 426 20 22 1400 2 2 "Divorsiado" "Femenino" 18 88 "NoPay" 0 0 0 "1_Training"
"172" 201201 427 30 30 1900 1 2 "Union Libre" "Masculino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"173" 201201 429 21 21 1400 4 2 "Casado" "Femenino" 18 88 "NoPay" 0 0 0 "1_Training"
"174" 201201 431 25 25 2100 3 3 "Union Libre" "Masculino" 24 102.82 "NoPay" 0 0 0 "1_Training"
"175" 201201 432 20 20 1600 5 1 "Divorsiado" "Femenino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"176" 201201 433 25 25 1700 4 1 "Union Libre" "Masculino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"177" 201201 435 24 24 1800 3 2 "Divorsiado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"178" 201201 436 28 28 1600 3 2 "Casado" "Masculino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"179" 201201 437 27 27 1500 3 1 "Union Libre" "Masculino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"180" 201201 438 21 21 1800 0 1 "Casado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"181" 201201 440 22 22 1900 4 3 "Casado" "Femenino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"182" 201201 443 27 27 1400 2 0 "Union Libre" "Masculino" 18 88 "NoPay" 0 0 0 "1_Training"
"183" 201201 447 22 22 1100 3 0 "Union Libre" "Masculino" 18 69.14 "NoPay" 0 0 0 "1_Training"
"184" 201201 451 20 20 1400 2 2 "Divorsiado" "Masculino" 18 88 "NoPay" 0 0 0 "1_Training"
"185" 201201 453 25 25 1900 3 1 "Soltero" "Masculino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"186" 201201 455 25 25 1600 4 1 "Casado" "Masculino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"187" 201201 456 17 22 1500 1 2 "Divorsiado" "Femenino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"188" 201201 460 19 19 2100 1 3 "Union Libre" "Masculino" 24 102.82 "NoPay" 0 0 0 "1_Training"
"189" 201201 462 24 24 1200 1 1 "Divorsiado" "Femenino" 18 75.43 "NoPay" 0 0 0 "1_Training"
"190" 201201 463 22 22 1800 2 2 "Divorsiado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"191" 201201 464 22 24 1900 4 2 "Casado" "Femenino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"192" 201201 465 27 27 1900 4 2 "Union Libre" "Masculino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"193" 201201 466 24 26 1500 1 2 "Divorsiado" "Masculino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"194" 201201 468 21 23 1200 2 2 "Soltero" "Femenino" 18 75.43 "NoPay" 0 0 0 "1_Training"
"195" 201201 471 23 23 1500 2 3 "Divorsiado" "Femenino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"196" 201201 475 25 25 1500 4 1 "Divorsiado" "Masculino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"197" 201201 477 20 20 1600 1 3 "Union Libre" "Masculino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"198" 201201 481 24 24 1400 3 2 "Soltero" "Masculino" 18 88 "NoPay" 0 0 0 "1_Training"
"199" 201201 484 28 28 1100 4 0 "Casado" "Masculino" 18 69.14 "NoPay" 0 0 0 "1_Training"
"200" 201201 486 21 21 1300 3 0 "Divorsiado" "Masculino" 18 81.71 "NoPay" 0 0 0 "1_Training"
"201" 201201 487 18 18 1900 3 1 "Divorsiado" "Masculino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"202" 201201 489 27 27 1900 1 3 "Soltero" "Masculino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"203" 201201 490 25 25 1800 3 3 "Divorsiado" "Femenino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"204" 201201 491 16 18 2300 3 1 "Divorsiado" "Masculino" 24 112.62 "NoPay" 0 0 0 "1_Training"
"205" 201201 492 28 28 1200 3 2 "Casado" "Masculino" 18 75.43 "NoPay" 0 0 0 "1_Training"
"206" 201201 493 18 20 1700 3 1 "Union Libre" "Femenino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"207" 201201 494 25 25 1900 2 1 "Soltero" "Femenino" 24 93.03 "NoPay" 0 0 0 "1_Training"
"208" 201201 495 20 22 1800 4 2 "Union Libre" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"209" 201201 496 23 25 1800 5 2 "Casado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"210" 201201 497 23 23 1800 2 3 "Casado" "Femenino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"211" 201201 498 27 27 1800 5 1 "Divorsiado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"212" 201201 501 20 21 2200 3 1 "Divorsiado" "Masculino" 24 107.72 "NoPay" 0 0 0 "1_Training"
"213" 201201 503 22 22 1500 3 2 "Union Libre" "Masculino" 18 94.28 "NoPay" 0 0 0 "1_Training"
"214" 201201 505 28 28 1600 2 2 "Casado" "Masculino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"215" 201201 509 22 24 1800 2 2 "Casado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"216" 201201 514 22 22 2000 2 2 "Divorsiado" "Femenino" 24 97.93 "NoPay" 0 0 0 "1_Training"
"217" 201201 518 25 27 1600 1 1 "Divorsiado" "Femenino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"218" 201201 519 19 19 1800 2 2 "Casado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"219" 201201 522 23 23 1600 2 2 "Viudo" "Masculino" 24 78.34 "NoPay" 0 0 0 "1_Training"
"220" 201201 526 19 21 1800 4 1 "Divorsiado" "Masculino" 24 88.13 "NoPay" 0 0 0 "1_Training"
"221" 201201 528 24 24 1700 4 2 "Soltero" "Femenino" 24 83.24 "NoPay" 0 0 0 "1_Training"
"222" 201201 530 3 3 1100 0 0 "Divorsiado" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"223" 201201 532 6 6 500 0 0 "Casado" "Masculino" 6 87.27 "Pay" 1 1 1 "1_Training"
"224" 201201 534 0 0 1000 0 0 "Casado" "Masculino" 12 90.73 "Pay" 1 1 1 "1_Training"
"225" 201201 535 0 0 1200 1 0 "Casado" "Masculino" 18 75.43 "Pay" 1 1 1 "1_Training"
"226" 201201 537 3 3 1100 1 0 "Soltero" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"227" 201201 538 2 2 1300 0 0 "Casado" "Masculino" 18 81.71 "Pay" 1 1 1 "1_Training"
"228" 201201 540 0 0 800 1 0 "Union Libre" "Femenino" 12 72.58 "Pay" 1 1 1 "1_Training"
"229" 201201 541 0 0 1100 1 0 "Union Libre" "Masculino" 18 69.14 "Pay" 1 1 1 "1_Training"
"230" 201201 548 6 6 800 1 1 "Casado" "Masculino" 12 72.58 "Pay" 1 1 1 "1_Training"
"231" 201201 549 0 0 900 0 0 "Casado" "Masculino" 12 81.66 "Pay" 1 1 1 "1_Training"
"232" 201201 553 11 11 800 0 0 "Divorsiado" "Masculino" 12 72.58 "Indte" -1 0 1 "1_Training"
"233" 201201 554 0 0 700 1 0 "Soltero" "Masculino" 12 63.51 "Pay" 1 1 1 "1_Training"
